2020-10-21 10:00,16.9
2020-10-22 10:00,18.4
2020-10-23 10:00,18.4
2020-10-24 10:00,17.3
2020-10-25 10:00,16.6
2020-10-26 10:00,16.4
2020-10-27 10:00,16.4
2020-10-28 10:00,17
2020-10-29 10:00,17.1
2020-10-30 10:00,17
2020-10-31 10:00,17.6
2020-11-01 10:00,17.1
2020-11-02 10:00,17.4
2020-11-03 10:00,16.7
2020-11-04 10:00,16.7
2020-11-05 10:00,16.5
2020-11-06 10:00,17.5
2020-11-07 10:00,17.4
2020-11-08 10:00,17
2020-11-09 10:00,16.9
2020-11-10 10:00,16.6
2020-11-11 10:00,16.6
2020-11-12 10:00,16.5
2020-11-13 10:00,16.5
2020-11-14 10:00,16.5
2020-11-15 10:00,16.4
2020-11-16 10:00,16.4
2020-11-17 10:00,16.3
2020-11-18 10:00,16.5
2020-11-19 10:00,16.3
2020-11-20 10:00,16.1
2020-11-21 10:00,15.8
2020-11-22 10:00,15.5
2020-11-23 10:00,15.1
2020-11-24 10:00,14.9
2020-11-25 10:00,14.8
2020-11-26 10:00,14.8
2020-11-27 10:00,14.9
2020-11-28 10:00,14.6
2020-11-29 10:00,14.3
2020-12-01 10:00,13.6
2020-12-02 10:00,14.6
2020-12-03 10:00,14.6
2020-12-05 10:00,14.9
2020-12-06 10:00,14.4
2020-12-07 10:00,14.1
2020-12-08 10:00,15
2020-12-09 10:00,14.5
2020-12-10 10:00,14.1
2020-12-11 10:00,14.3
2020-12-12 10:00,14
2020-12-13 10:00,14
2020-12-14 10:00,13.9
2020-12-15 10:00,13.6
2020-12-16 10:00,13.7
2020-12-17 10:00,13.7
2020-12-18 10:00,13.5
2020-12-19 10:00,13.2
2020-12-20 10:00,13.9
2020-12-21 10:00,14.4
2020-12-22 10:00,14.6
2020-12-23 10:00,13.7
2020-12-24 10:00,13.4
2020-12-25 10:00,13.2
2020-12-26 10:00,14.1
2020-12-27 10:00,14.5
2020-12-28 10:00,14
2020-12-29 10:00,15.1
2020-12-30 10:00,14.5
2020-12-31 10:00,14.3
2021-01-01 10:00,13.9
2021-01-02 10:00,13.6
2021-01-03 10:00,13
2021-01-04 10:00,12
2021-01-05 10:00,12.1
2021-01-06 10:00,12.7
2021-01-07 10:00,12.2
2021-01-08 10:00,11.5
2021-01-09 10:00,11.8
2021-01-10 10:00,11.3
2021-01-11 10:00,11.9
2021-01-12 10:00,11.4
2021-01-13 10:00,10.7
2021-01-14 10:00,10.8
2021-01-15 10:00,12.5
2021-01-16 10:00,12.2
2021-01-17 10:00,11.7
2021-01-18 10:00,11.7
2021-01-19 10:00,11
2021-01-20 10:00,10.5
2021-01-21 10:00,11.1
2021-01-22 10:00,11.1
2021-01-25 10:00,11
